stationName,Address,City,State,postalCode,Lat,Long,Charger type,Charger type (legend),stationModel,StationNetworkStatus,LastPortStatus,faultReason,station_label,ports_total,ports_charging,ports_occupied,ports_available,StatusTimestamp,_loaded_at_utc
NYC FLEET / DOE_PS59-#1,2195 Bathgate Ave,The Bronx,New York,10457,40.85301573301833,-73.89387963624571,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:27:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_CRTNLK_1_L3,1120 Croton Dam Road,Ossining,New York,10598,41.233929204175,-73.802764663167,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:51Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_CROTONLK-1,1020 Croton Dam Road,Yorktown Heights,New York,10598,41.233895412561,-73.802833875553,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:26:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_CROTONLK-2,1120 Croton Dam Road,Ossining,New York,10598,41.233844259607,-73.802906571881,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:24:43Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_MSPTHPK-1,54-54 43rd St,Queens,New York,11378,40.73087150000001,-73.92583259999999,Level 2,Level 2,CT4025-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:24:09Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_MNREPAIR-1,28 Pike St,New York,New York,10002,40.7127851,-73.9929318,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:17Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_73PCT_2_L3,1482 E New York Ave,Brooklyn,New York,11212,40.670859,-73.91355399999999,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Available,1,0,0,1,2026-02-03T18:26:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_X445-1,75 W 205th St,The Bronx,New York,10468,40.878475,-73.890396,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:30:30Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_75PCT-1,1000 Sutter Ave Back lot,Brooklyn,New York,11208,40.67114971226693,-73.88140219814758,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-07-26T12:57:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_9_L3,735 W 135th St,New York,New York,10031,40.82144649288168,-73.95827900740966,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP13_L3,735 W 135th St,New York,New York,10031,40.821592635642034,-73.9582146343933,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:31:40Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP_8_L3,725 W 135th St,New York,New York,10031,40.82134906419593,-73.95789276931151,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:23:30Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP11_L3,735 W 135th St,New York,New York,10031,40.82178749215503,-73.95802151534423,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:34Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEPNRVWWTP12_L3,735 W 135th St,New York,New York,10031,40.82164134982398,-73.95819317672118,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:33Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_FPSHOPS-1,82-92 88th Pl,Queens,New York,11385,40.70157303203185,-73.8585628,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:24:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_BAT-#1,140 58th St,Brooklyn,New York,11220,40.64544447557604,-74.02375522513124,Level 2,Level 2,CPF50-L18,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2025-07-08T19:02:56Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_X084-#1,1434 Longfellow Avenue,The Bronx,New York,10459,40.830528125238,-73.886653665579,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:08Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DPR_OVRLK_B1_L3,80-30 Park Ln,Queens,New York,11415,40.7107382,-73.8355066,Unknown,Unknown,900-00150-113NNN8S2,Unreachable,NEEDS SERVICE,Error in internal hard- or software component,Available,2,0,0,2,2024-07-05T14:45:09Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_18K860-#1,9517 Kings Hwy,Brooklyn,New York,11212,40.65972135070226,-73.92059988465576,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:04Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_MCCUNE-#1,173 West 151st Street,New York,New York,10039,40.82436,-73.93579,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:02Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOEVERNON_4_L3,44-36 Vernon Blvd,Queens,New York,11101,40.7495117,-73.9532241,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:23:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOEVERNON_3_L3,44-36 Vernon Blvd,Queens,New York,11101,40.74952033584028,-73.95322242361937,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:31:54Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DCAS_QBH_4_L3,120-55 Queens Boulevard,Queens,New York,11424,40.714250693132,-73.828495014211,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:26:21Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOEVERNON_2_L3,44-36 Vernon Blvd,Queens,New York,11101,40.74964174547616,-73.95371762645874,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:32:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOEVERNON_5_L3,44-36 Vernon Blvd,Queens,New York,11101,40.74959297845241,-73.95377127063904,Level 3,Level 3,CPE250C-500-CHD-CCS1,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:31:53Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_PRTRCH_1_L3,1801 Richmond Terrace,Staten Island,New York,10310,40.638793520992,-74.125089624234,Level 3,Level 3,CPE250C-500-CHD-CCS1,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_PRTRCH_2_L3,1741 Richmond Terrace,Staten Island,New York,10310,40.6387685833045,-74.12501402908953,Level 3,Level 3,CPE250C-500-CHD-CCS1,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:01Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_PRTRCH_3_L3,1801 Richmond Terrace,Staten Island,New York,10310,40.637318970072,-74.124362165953,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:32:09Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_PRTRCH_4_L3,1801 Richmond Terrace,Staten Island,New York,10310,40.637551449604,-74.125224566765,Level 3,Level 3,CPE250C-500-CHD-CCS1,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:32:32Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_123PCT-#1,116 Main St,Staten Island,New York,10307,40.511776174834836,-74.25006838650819,Level 2,Level 2,CPF50-L18,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_JFKHS#2,99 Terrace View Ave,New York,New York,10463,40.877037012243115,-73.91253645767212,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:23:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOE_JFKHS#1,99 Terrace View Avenue,New York,New York,10463,40.877517921327,-73.912426355407,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:31:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_FRNSC_2_L3,150-14 Jamaica Avenue,Queens,New York,11432,40.701905292693,-73.80337524635,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_FRNSC_1_L3,150-14 Jamaica Avenue,Queens,New York,11432,40.701944421764,-73.803420026093,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Occupied,1,0,1,0,2026-02-03T18:29:26Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_TD12_1_L3,460 Morris Park Avenue,The Bronx,New York,10460,40.84106222176,-73.872162476702,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:19Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_TD12_2_L3,460 Morris Park Avenue,The Bronx,New York,10460,40.841058866123,-73.872186101816,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:45Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_GRWATR_1_L3,164-11 110th Avenue,Queens,New York,11433,40.695481235097,-73.787739178219,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:32:58Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_GRWATR_2_L3,164-11 110th Avenue,Queens,New York,11433,40.695525398026,-73.787662939605,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_GRWATR_3_L3,164-21 110th Avenue,Queens,New York,11433,40.695123643844,-73.787557295978,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:23Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOC_FMRDPLUMB#1,0 Hazen St,The Bronx,New York,11370,40.79534118099871,-73.88728625816653,Level 2,Level 2,CT4020-HD-GW,Unreachable,UNREACHABLE,NONE,Available,2,0,0,2,2026-02-03T18:01:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_BKSEWR_1_L3,855 Remsen Ave,Brooklyn,New York,11236,40.646782,-73.912704,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:26:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_71PCT_2_L3,421 Empire Boulevard,Brooklyn,New York,11225,40.664246003092,-73.947887295476,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:23:22Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD_71PCT_1_L3,421 Empire Boulevard,Brooklyn,New York,11225,40.664409110339,-73.947936623982,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:30:39Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_BKSEWR_2_L3,855 Remsen Avenue,Brooklyn,New York,11236,40.64676,-73.91279,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:24:55Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / NYPD107PCT_1_L3,71-01 Parsons Boulevard,Queens,New York,11365,40.730151137348,-73.810414393263,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:25:27Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_BKSEWR_3_L3,855 Remsen Avenue,Brooklyn,New York,11236,40.64671,-73.912895,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,INUSE,NONE,Charging,1,1,0,0,2026-02-03T18:27:10Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_BKSEWR_4_L3,855 Remsen Avenue,Brooklyn,New York,11236,40.64671,-73.912926,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:35Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DOT_WAVEST-#1,34 Wave St,Staten Island,New York,10304,40.6294118,-74.0759545,Level 2,Level 2,CT4020-HD2-GW-LTE,Reachable,AVAILABLE,NONE,Available,2,1,0,1,2026-02-03T18:23:18Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_Q7-1,133-25 32nd Ave,Queens,New York,11354,40.7673296,-73.8353247,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:29:59Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_MNSEWR_1_L3,886 Saint Nicholas Avenue,New York,New York,10032,40.830177,-73.94117,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:29:03Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_MNSEWR_2_L3,886 Saint Nicholas Avenue,New York,New York,10032,40.830162,-73.94107,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,NEEDS SERVICE,Powered Off,Available,1,0,0,1,2024-10-17T14:03:06Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_HNTSPT_3_L3,1270 Ryawa Avenue,The Bronx,New York,10474,40.804493,-73.88505,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_HNTSPT_4_L3,1270 Ryawa Avenue,The Bronx,New York,10474,40.804573423184,-73.885028542328,Level 3,Level 3,CPE250C-500-CCS1-CHD,Unreachable,UNREACHABLE,NONE,Available,1,0,0,1,2026-02-03T14:54:07Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_HNTSPT_5_L3,1270 Ryawa Avenue,The Bronx,New York,10474,40.804352364656,-73.88499635582,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:24:38Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_HNTSPT_6_L3,1270 Ryawa Avenue,The Bronx,New York,10474,40.804183123261,-73.884907842922,Level 3,Level 3,CPE250C-500-CCS1-CHD,Reachable,AVAILABLE,NONE,Available,1,0,0,1,2026-02-03T18:28:50Z,2026-02-03T18:33:15.790551+00:00
NYC FLEET / DEP_HUDRIVPUMP1,199 River Rd N,Wappingers Falls,New York,12590,41.56122208347125,-73.95710263862306,Level 2,Level 2,CT4020-HD-GW,Reachable,AVAILABLE,NONE,Available,2,0,0,2,2026-02-03T18:30:28Z,2026-02-03T18:33:15.790551+00:00
